utt_id,method,ref,hyp,conf,wer_%,is_score,is_tier,verdict,preserved,lost,verdict_raw,source
8iaDS4v1WLg_7__73eb91ba_00_000000_000091,hyp_vote_conf,naturalistic is the newest intelligence,national geographic is the explorer,0.516,80.0,1.5,2,N,,,N,judged
8iuZTs9yD14_9__868a3853_00_000000_000097,baseline,my name is ozgur yapar in short oz,there is also a part hidden inside us,0.46899252105504274,100.0,1.21,2,N,,,N,judged
8iuZTs9yD14_9__868a3853_00_000000_000097,hyp_mbr,my name is ozgur yapar in short oz,there is also a part hidden in us,0.449,100.0,1.21,2,N,,,N,judged
8iuZTs9yD14_9__868a3853_00_000000_000097,hyp_vote_score,my name is ozgur yapar in short oz,there is also a part hidden in us,0.505,100.0,1.21,2,N,,,N,judged
8iuZTs9yD14_9__868a3853_00_000000_000097,hyp_vote_conf,my name is ozgur yapar in short oz,is also a part inside us,0.513,87.5,1.21,2,N,,,N,judged
8lRWXCrYauk_26__bb277d54_00_000000_000249,baseline,calcium is made up of galactomyloids a substance similar to the carbohydrate starch or to cellulose,is made up of collected waste substances that are similar to the carbohydrates starch and cellulose the chemical,0.6090805158019066,68.8,2.99,3,P,struct+sem,detail,P:struct+sem/-detail,judged
8lRWXCrYauk_26__bb277d54_00_000000_000249,hyp_mbr,calcium is made up of galactomyloids a substance similar to the carbohydrate starch or to cellulose,is made up of collected waste substances that are similar to the carbohydrates starch cellulose the chemical,0.576,62.5,2.99,3,P,struct+sem,key,P:struct+sem/-key,judged
8lRWXCrYauk_26__bb277d54_00_000000_000249,hyp_vote_score,calcium is made up of galactomyloids a substance similar to the carbohydrate starch or to cellulose,is made up of collected waste substances that are similar to the carbohydrates starch and cellulose the chemical,0.702,68.8,2.99,3,P,struct+key,detail,P:struct+key/-detail,judged
8lRWXCrYauk_26__bb277d54_00_000000_000249,hyp_vote_conf,calcium is made up of galactomyloids a substance similar to the carbohydrate starch or to cellulose,is made up of collected overstock substances that are similar to the carbohydrates starch cellulose the chemical,0.715,62.5,2.99,3,P,key+struct,detail,P:key+struct/-detail,judged
8n2N9hFP2jM_0__8929bdb9_00_000000_000281,baseline,confidence that these amounts will be a little bit higher here's a look at the timing of things so here's the european model starting at 1 a m on mondays,so i'm going to tell you a little bit about myself i was born and raised in new york city i grew up in the bronx i went to high school in brooklyn and i graduated from brown university with a bachelor's degree in sociology,0.5048121923373805,133.3,0.6,1,N,,,N,judged
8n2N9hFP2jM_0__8929bdb9_00_000000_000281,hyp_mbr,confidence that these amounts will be a little bit higher here's a look at the timing of things so here's the european model starting at 1 a m on mondays,so i'm going to tell you a little bit about myself i was born and raised in new york city i grew up in the bronx i went to high school in brooklyn and i graduated from brown university with a bachelor's degree in sociology,0.515,133.3,0.6,1,N,,,N,judged
8n2N9hFP2jM_0__8929bdb9_00_000000_000281,hyp_vote_score,confidence that these amounts will be a little bit higher here's a look at the timing of things so here's the european model starting at 1 a m on mondays,so i'm going to tell you a little bit about myself i was born and raised in new york city i grew up in the bronx i went to high school in brooklyn and i graduated from brown university with a bachelor's degree in sociology,0.731,133.3,0.6,1,N,,,N,judged
8n2N9hFP2jM_0__8929bdb9_00_000000_000281,hyp_vote_conf,confidence that these amounts will be a little bit higher here's a look at the timing of things so here's the european model starting at 1 a m on mondays,so i'm going to tell you a little bit about myself i was born and raised in new york city i grew up in the bronx i went to high school in brooklyn and i graduated from brown university with a degree in sociology,0.736,130.0,0.6,1,N,,,N,judged
8s-DNt73Tww_6__bd529fca_00_000000_000120,baseline,i want you to remember all these i want you to memorize them,i want you to remember all the things that i wanted you to memorize in my,0.7869579941034317,46.2,4.03,5,P,key+sem,detail,P:key+sem/-detail,judged
8s-DNt73Tww_6__bd529fca_00_000000_000120,hyp_mbr,i want you to remember all these i want you to memorize them,i want you to remember all the things that i want to memorize in,0.722,38.5,4.03,5,Y,,,Y,judged
8s-DNt73Tww_6__bd529fca_00_000000_000120,hyp_vote_score,i want you to remember all these i want you to memorize them,i want you to remember all the things that you want to memorize in,0.671,38.5,4.03,5,P,key,detail,P:key/-detail,judged
8s-DNt73Tww_6__bd529fca_00_000000_000120,hyp_vote_conf,i want you to remember all these i want you to memorize them,i want you to remember all the things that want to memorize,0.698,38.5,4.03,5,P,key+struct,detail,P:key+struct/-detail,judged
8tetO2lVRcM_2__05d31cbd_00_000000_000131,baseline,pursue my hobbies i've participated in several school plays and even taken on main roles,to my comics i've participated in several school competitions and got my awards,0.7283686044124457,53.3,2.59,3,P,struct+sem,key,P:struct+sem/-key,judged
8tetO2lVRcM_2__05d31cbd_00_000000_000131,hyp_mbr,pursue my hobbies i've participated in several school plays and even taken on main roles,to my comics i've participated in several school competitions and got my awards,0.652,53.3,2.59,3,P,struct+sem,key,P:struct+sem/-key,judged
8tetO2lVRcM_2__05d31cbd_00_000000_000131,hyp_vote_score,pursue my hobbies i've participated in several school plays and even taken on main roles,to my comics i've participated in several school competitions and got my awards,0.682,53.3,2.59,3,P,key+sem,detail,P:key+sem/-detail,judged
8tetO2lVRcM_2__05d31cbd_00_000000_000131,hyp_vote_conf,pursue my hobbies i've participated in several school plays and even taken on main roles,to my comics i've participated in several school competitions and got my awards,0.686,53.3,2.59,3,P,key+struct,detail,P:key+struct/-detail,judged
8wCA1Phnc-I_0__20258a80_00_000000_000291,baseline,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,at least 10 percent of the active ingredient prototypes which in this world is considered to be a good,0.6897694593981692,66.7,2.13,3,Y,,,Y,judged
8wCA1Phnc-I_0__20258a80_00_000000_000291,hyp_mbr,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,at least 10 percent of the active ingredient prototypes which in this world is considered to be a,0.628,66.7,2.13,3,P,struct,key,P:struct/-key,judged
8wCA1Phnc-I_0__20258a80_00_000000_000291,hyp_vote_score,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,at least 10 percent of the active ingredient prototypes which in this world is considered to be a good,0.588,66.7,2.13,3,P,struct+key,detail,P:struct+key/-detail,judged
8wCA1Phnc-I_0__20258a80_00_000000_000291,hyp_vote_conf,to have at least 10 of the active ingredient protodiocin which is one of the steroidal glycosides that is in tribulus,at least 10 percent of the active ingredient prototypes which in this world is the to be a,0.593,66.7,2.13,3,P,key+struct,detail,P:key+struct/-detail,judged
8wCA1Phnc-I_8__0bd02305_00_000000_000119,baseline,real human application that we can pull from that,what are the human implications of that but because,0.5228022022379769,100.0,2.06,3,P,sem,detail,P:sem/-detail,judged
8wCA1Phnc-I_8__0bd02305_00_000000_000119,hyp_mbr,real human application that we can pull from that,what are the human implications of that but because,0.522,100.0,2.06,3,P,key+sem,detail,P:key+sem/-detail,judged
8wCA1Phnc-I_8__0bd02305_00_000000_000119,hyp_vote_score,real human application that we can pull from that,what are the human implications of that but because,0.538,100.0,2.06,3,P,sem,key,P:sem/-key,judged
8wCA1Phnc-I_8__0bd02305_00_000000_000119,hyp_vote_conf,real human application that we can pull from that,what are the human implications of that because,0.546,100.0,2.06,3,P,sem,key,P:sem/-key,judged
8zB19B6T89c_3__2d5b09f5_00_000000_000286,baseline,you were given a paragraph and you had to fill in the blanks based on the context so let's see what you got,underwater diving for your parachute and you have to fill in the blanks based on the context so let's see what you got,0.7687305846939916,26.1,3.69,4,P,key+sem,detail,P:key+sem/-detail,judged
8zB19B6T89c_3__2d5b09f5_00_000000_000286,hyp_mbr,you were given a paragraph and you had to fill in the blanks based on the context so let's see what you got,underwater diving for your parachute and you are asked to fill in the blanks based on the context so let's see what you got,0.692,30.4,3.69,4,P,struct,key,P:struct/-key,judged
8zB19B6T89c_3__2d5b09f5_00_000000_000286,hyp_vote_score,you were given a paragraph and you had to fill in the blanks based on the context so let's see what you got,underwater diving for your parachute and you asked to fill in the blanks based on the context so let's see what you got,0.688,26.1,3.69,4,P,struct,key,P:struct/-key,judged
8zB19B6T89c_3__2d5b09f5_00_000000_000286,hyp_vote_conf,you were given a paragraph and you had to fill in the blanks based on the context so let's see what you got,underwater diving for your parachute and you asked to fill in the blanks based on the context so let's see one you got,0.691,30.4,3.69,4,P,struct,key,P:struct/-key,judged
8zF32PMEic0_14__de849e88_00_000000_000171,baseline,blue collar and white collar will always be a part clean dirty will always be a part,blue color and white color will always be apart clean and dirty water so,0.7778415190322059,58.8,3.02,4,P,key+struct,detail,P:key+struct/-detail,judged
8zF32PMEic0_14__de849e88_00_000000_000171,hyp_mbr,blue collar and white collar will always be a part clean dirty will always be a part,blue color and white color will always be apart clean and dirty water so,0.701,58.8,3.02,4,P,key+sem,detail,P:key+sem/-detail,judged
8zF32PMEic0_14__de849e88_00_000000_000171,hyp_vote_score,blue collar and white collar will always be a part clean dirty will always be a part,blue collar and white color will always be apart clean and dirty water so,0.628,52.9,3.02,4,P,key,detail,P:key/-detail,judged
8zF32PMEic0_14__de849e88_00_000000_000171,hyp_vote_conf,blue collar and white collar will always be a part clean dirty will always be a part,blue and white color will always be part clean and dirty water so,0.639,52.9,3.02,4,P,key+struct,detail,P:key+struct/-detail,judged
91tFHYm9qso_7__03173d80_00_000000_000146,baseline,so we started looking at the structure of coping and the structure of emotion and started really looking at,we started looking at structure of hope and the structure of emotion and started really looking,0.8525042983237654,21.1,4.19,5,P,key+sem,detail,P:key+sem/-detail,judged
91tFHYm9qso_7__03173d80_00_000000_000146,hyp_mbr,so we started looking at the structure of coping and the structure of emotion and started really looking at,we started looking at structure of hope and the structure of emotion and started really looking,0.737,21.1,4.19,5,Y,,,Y,judged
91tFHYm9qso_7__03173d80_00_000000_000146,hyp_vote_score,so we started looking at the structure of coping and the structure of emotion and started really looking at,we started looking at structure of hope and the structure of emotion and started really looking,0.704,21.1,4.19,5,Y,,,Y,judged
91tFHYm9qso_7__03173d80_00_000000_000146,hyp_vote_conf,so we started looking at the structure of coping and the structure of emotion and started really looking at,we started looking at structure of hope and the structure of emotion and started really looking,0.712,21.1,4.19,5,P,key+struct,detail,P:key+struct/-detail,judged
92V5581beus_2__c0622af5_00_000000_000147,baseline,time to transfer to my computer and do all this other stuff,to let it transfer onto my computer and do all this other stuff so i did,0.9002756476402283,58.3,3.24,4,P,key+struct,detail,P:key+struct/-detail,judged
92V5581beus_2__c0622af5_00_000000_000147,hyp_mbr,time to transfer to my computer and do all this other stuff,to let it transfer onto my computer and do all this other stuff so i did,0.783,58.3,3.24,4,Y,,,Y,judged
92V5581beus_2__c0622af5_00_000000_000147,hyp_vote_score,time to transfer to my computer and do all this other stuff,to let it transfer onto my computer and do all this other stuff so i did,0.63,58.3,3.24,4,Y,,,Y,judged
92V5581beus_2__c0622af5_00_000000_000147,hyp_vote_conf,time to transfer to my computer and do all this other stuff,to let it transfer onto my computer and do all this other stuff so i did,0.643,58.3,3.24,4,P,key,detail,P:key/-detail,judged
96FxejvZfCY_5__517c75be_00_000000_000119,baseline,ad where they tried to suggest that the iphone was your mom's phone,where they tried to suggest that the iphone was your bomb,0.8441037291830237,23.1,3.7,4,P,key+sem,detail,P:key+sem/-detail,judged
96FxejvZfCY_5__517c75be_00_000000_000119,hyp_mbr,ad where they tried to suggest that the iphone was your mom's phone,where they tried to suggest that the iphone was your bombed phone,0.756,15.4,3.7,4,Y,,,Y,judged
96FxejvZfCY_5__517c75be_00_000000_000119,hyp_vote_score,ad where they tried to suggest that the iphone was your mom's phone,where they tried to suggest that the iphone was your phone,0.694,15.4,3.7,4,P,sem,key,P:sem/-key,judged
96FxejvZfCY_5__517c75be_00_000000_000119,hyp_vote_conf,ad where they tried to suggest that the iphone was your mom's phone,where they tried to suggest that the iphone was your phone,0.7,15.4,3.7,4,P,key+struct,detail,P:key+struct/-detail,judged
97ja-cQccG4_0__d7bb130d_00_000000_000300,baseline,for best for highest probability of success in the future okay how well do you know yourself how well do you know the programs okay in,for peace for i have probably left such things in the future i want to know this stuff i wanna start programs in,0.6005005005787573,76.9,2.23,3,P,key,detail,P:key/-detail,judged
97ja-cQccG4_0__d7bb130d_00_000000_000300,hyp_mbr,for best for highest probability of success in the future okay how well do you know yourself how well do you know the programs okay in,for peace for i have probably left such things in the future i want to know this stuff i want you to start programs in,0.607,73.1,2.23,3,P,struct+sem,key,P:struct+sem/-key,judged
