utt_id,ref,hyp_baseline,conf_baseline,wer_baseline,verdict_baseline,hyp_hyp_mbr,conf_hyp_mbr,wer_hyp_mbr,verdict_hyp_mbr,hyp_hyp_vote_score,conf_hyp_vote_score,wer_hyp_vote_score,verdict_hyp_vote_score,hyp_hyp_vote_conf,conf_hyp_vote_conf,wer_hyp_vote_conf,verdict_hyp_vote_conf
9uyeSBKEKOQ_1__3852e453_00_000000_000213,my employees with some money that they can go out to the exchanges to get their own insurance,by employees with some money that they can go out to youth exchanges to get their own insurance,0.9349727448489931,11.1,P,by employees with some money that they can go out to youth exchanges to get their own insurance,0.837,11.1,P,by employees with some money that they can go out to youth exchanges to get their own insurance,0.731,11.1,Y,by employees with some money that they can go out to youth exchanges to get their own insurance,0.733,11.1,Y
9wJY59NWNz8_16__33190f6c_00_000000_000220,we all live in our yellow submarine,we want to live in our own private,0.6953184586018324,57.1,P,we want to live in our own,0.68,57.1,P,we want to live in our own protected,0.617,57.1,P,we want to live in our protected,0.633,57.1,P
A7Md8RxpEIg_3__b9ba02e6_00_000000_000091,and it'll tell you why you shouldn't buy it for your laptop,just like you i was driven by a few lap times,0.605346598408439,91.7,N,just like you i was driven by a few laps around,0.564,91.7,N,just like you i was driven by a few lap times,0.602,91.7,N,you i was driven by a few lap times,0.63,91.7,N
A9DjxzbZYyM_0__edf60bd5_00_000000_000287,but he helped me build life on fire and get out what was in my heart and how i want to serve and how i want to help rehas started with helping in designing and branding large fortune 500 companies so he's been doing,how i would rebuild that for firefighting and get out what was in my heart and how i wanted to serve and help we actually started with helping and designing and building a large fortune 500 companies so he's been doing,0.7671863932798548,40.9,P,how i would rebuild that for firefighting and get out what was in my heart and how i wanted to serve and help we actually started with helping and designing and branding a large fortune 500 companies so he's been doing,0.688,38.6,P,how i would rebuild that for firefighting and get out what was in my heart and how i wanted to serve and help we actually started with helping and designing and building a large fortune 500 companies so he's been doing,0.719,40.9,P,how i would rebuild that for firefighting and get out what was in my heart and how i wanted to serve and help we actually started with helping and designing and a large fortune 500 companies so he's been doing,0.726,38.6,P
A9DjxzbZYyM_0__edf60bd5_01_000239_000323,500 companies so he's been doing this for years,hundred companies so he's been doing this for years and,0.8677425920963288,22.2,P,hundred companies so he's been doing this for years and,0.794,22.2,Y,hundred companies so he's been doing this for years and,0.663,22.2,P,hundred companies so he's been doing this for years and,0.664,22.2,P
A9O-Bd2uB5Q_0__937fb9c4_00_000000_000075,same they both survive only through the suppression of knowledge,20 years ago when i,0.2806465581059456,100.0,N,2008 so,0.216,100.0,N,20 years ago when i,0.497,100.0,N,i,0.498,100.0,N
AAblCmmemxY_24__d1df373f_00_000000_000154,so instead of being 150 155 i was almost approaching 160 and i could have,instead of being 50 55 i was almost approaching 60 and i,0.6685879758248726,40.0,P,instead of being 50 55 i was almost approaching 60 and i hated,0.583,40.0,P,instead of being 50 55 i was almost approaching six and i,0.632,40.0,P,instead of being fifty five i was almost one six and i,0.636,46.7,P
AHpDeonEwO4_10__1e60dc93_00_000000_000182,i'm willing to bet that i have failed more times than anyone in this room because i have a,the process that i have to go through in order to get to where i am today but i'm going to tell you one thing,0.5596615308523178,121.1,N,the process that i have to go through in order to get to where i am today but i'm going to tell you one thing,0.551,121.1,N,the process that i have to go through in order to get to where i am today but i'm going to tell you one thing,0.529,121.1,N,the process that i have go through order to get to where i am today i'm going to with you have thing,0.523,105.3,N
AHyIHGm0jfo_0__c11df729_00_000000_000120,but also i don't like about contention,when i was a little girl i always wanted to be a princess,0.45074822653371555,171.4,N,when i was a little girl i always wanted to be a princess,0.472,171.4,N,when i was a little girl i always wanted to be a princess,0.583,171.4,N,when i was a little girl i always wanted to be a princess,0.575,171.4,N
AKi-PIgFRO8_13__7f5386f7_00_000000_000296,clearly when i first started going through the first stage where things really started happening that were different than what had come prior,clearly when i first started going through the first stage where things really started happening that were different than what had come before,0.9034330948539402,4.3,Y,clearly when i first started going through the first stage where things really started happening that were different than what had come before,0.782,4.3,P,clearly when i first started going through the first stage where things really started happening that were different than what had come before,0.726,4.3,Y,clearly when i first started going through the first stage where things really started happening that were different than what had come before,0.728,4.3,Y
AXn1Y2oZL-Q_11__a59304c1_00_000000_000105,i mean it's a number i knew my screen resolution at the time was 1024 by 768,is in a book you must do your research at the time which was day 24 by stephen covey and,0.6064874075353146,88.2,N,is in a book you must do your research at the time which is day 24 by stephen covey and,0.584,94.1,P,is in a book you must do your research at the time which is day 24 by stephen covey and,0.66,94.1,N,is in book you must do your research at the time which is day 24 by stephen covey and,0.669,100.0,N
AYkq2UVRfHs_0__eba53bcc_00_000000_000084,of afro latinos so from colombia,african single so from uganda to,0.37312964784602326,83.3,P,african single so from uganda,0.398,66.7,P,a single so from to,0.51,66.7,P,a single so from to,0.526,66.7,N
AZTouP7hMjw_0__1479eaae_00_000000_000136,some limonene hash oil some d limonene hash oil,being an actor being an actress,0.5837325317164263,100.0,N,being an actress being an actor,0.621,100.0,N,being an actress being an actress,0.549,100.0,N,be an actress being an actress,0.552,100.0,N
AZTouP7hMjw_2__2bc26c8d_00_000000_000108,i haven't tried co2 oil i know it's available but i haven't tried it,to try to steal your story or to develop their own,0.4525008594447916,100.0,N,to try to steal your story or to develop their own,0.477,100.0,N,to try to steal your story or to develop their own,0.595,100.0,N,try to steal your story or to develop their own,0.604,100.0,N
AfWrDKBFt9c_5__d70eca0d_00_000000_000228,charge it every night just to keep it going through the day but i think that's a pretty good battery for a nice slim phone like this,it every night just to keep it going through the day but i think that's pretty good about it for her and i see them feel like this,0.8689729848078319,37.0,P,it every night just to keep it going through the day but i think that's pretty good about it for her and i see some feel like this,0.745,37.0,P,it every night just to keep it going through the day but i think that's pretty good about it for her and i see some feel like this,0.708,37.0,P,it every night just to keep it going through the day but i think that's pretty good about it for her and i see some feel like this,0.711,37.0,P
AgscXNg5jOQ_15__8707f032_00_000000_000198,have a negative reaction than if you were just to say i love you very calm good facial expressions,a negative reaction then if you were just to say i love you very calm you could face your expressions,0.8482111439108848,31.6,P,a negative reaction then if you were just to say i love you very calm you could face your expressions,0.748,31.6,P,a negative reaction then if you were just to say i love you very calm you could face your expressions,0.677,31.6,P,a negative reaction then if you were just to say i love you very calm you could face your expressions,0.681,31.6,P
AgscXNg5jOQ_5__bf4083ff_00_000000_000352,so how you say things are more important than what you're actually saying as most of us have heard growing up communication is 90 body language and that is more important,how you say things are more important than what you're actually saying as most of us have heard growing up communication is 90 percent body language and that's more,0.9608738586820406,16.1,Y,how you say things are more important than what you're actually saying as most of us have heard growing up communication is 90 percent body language and that's more,0.852,16.1,Y,how you say things are more important than what you're actually saying as most of us have heard growing up communication is 90 percent body language and that's more,0.702,16.1,Y,how you say things are more important than what you're actually saying as most of us have heard growing up communication is 90 percent body language and that's more,0.706,16.1,Y
