utt_id,display_name,ref,hyp,hyp_tagged,wer_%,wwer_%,nea_recall_%,nea_precision_%,nea_f1_%,missed_entities,semantic_sim,phonetic_sim,phonetic_matches,phonetic_near_misses,length_ratio,intelligibility_score,intelligibility_tier,intelligibility_label,context_recoverable,context_reason,llm_context_prob,llm_context_reason,failure_mode,success_pattern,topic,ref_words
6OvM5ZDA-TQ_0__b6c1e4a1_00_000000_000231,6OvM5ZDA-TQ_0__b6c1e4a1,i hear a lot of people always ask me does this cooler work on 1156 it's like but it says it's only for 1155 yes because 1155 and 1156 are exactly the same,if you're going to do a tour where you love 50 cities but you just don't have the time to visit them because if you visit five cities you can sell the same,if:ins you're:ins going:ins to:ins do:ins a:rep tour:ins where:ins you:ins love:ins 50:ins cities:ins but:rep you:ins just:ins don't:ins have:ins the:rep time:ins to:ins visit:ins them:ins because:rep if:ins you:ins visit:ins five:ins cities:ins you:ins can:ins sell:ins the:ok same:ok,93.9,89.7,0.0,0.0,0.0,"1155, 1156",-0.0240,0.3182,0,11,1.000,1.112,2,Poor,False,content_destroyed,0.100,no_semantic_no_overlap,Phonetically Similar but Wrong Topic,,Other,33
6QIx9h3mXlc_8__d6658414_00_000000_000148,6QIx9h3mXlc_8__d6658414,i wonder what his face looks like,and wonder what it feels like to be,and:ins wonder:ok what:ok it:ins feels:ins like:rep to:ins be:ins,85.7,100.0,33.3,50.0,40.0,"face, looks",0.4216,0.6429,0,3,1.143,2.152,3,Fair,False,content_destroyed,0.550,phonetic_bridge_semantic,High Error Rate,,Other,7
6UXiBm8VGoA_0__1c0db733_00_000000_000249,6UXiBm8VGoA_0__1c0db733,there's a lot to learn from those experiences and you might not think about it until it comes up as a learning example so let's take a walk on the smile side i want you to think about a group or an experience that comes with a smile,these experiences and in my day to day thinking i continue to come back to this little cartoon example so let's take a walk in this man's head i want you to think about your own experiences while i,these:ins experiences:rep and:rep in:ins my:ins day:ins to:rep day:ins thinking:ins i:rep continue:ins to:rep come:ins back:ins to:rep this:ins little:ins cartoon:ins example:rep so:rep let's:rep take:rep a:rep walk:rep in:ins this:ins man's:ins head:ins i:rep want:rep you:rep to:rep think:rep about:rep your:ins own:ins experiences:rep while:ins i:rep,75.0,71.4,47.1,40.0,43.2,"'s, comes, experience, group, learn, learning, lot, side, smile",0.4632,0.4375,1,12,0.812,2.345,3,Fair,False,content_destroyed,0.400,partial_overlap,High Error Rate,,Education/Academic,48
6W6lY07S55k_0__36910068_00_000000_000211,6W6lY07S55k_0__36910068,canada was founded with four provinces in 1867 canada now has ten provinces,canada we found out we were the fourth province to legalize it and now all the time provinces are,canada:ok we:ins found:ins out:ins we:ins were:ins the:ins fourth:ins province:ins to:ins legalize:ins it:ins and:ins now:rep all:ins the:ins time:ins provinces:rep are:ins,123.1,81.8,25.0,100.0,40.0,"1867, four, ten",0.6789,0.3462,0,5,1.462,2.098,3,Fair,False,hallucination,0.050,hallucination,Hallucination,,Other,13
6WvNUu1eXE0_13__e13c8a55_00_000000_000267,6WvNUu1eXE0_13__e13c8a55,i need to have realness around me to kind of break through all the i don't know smoking mirrors if you will,need to have a real realness environment to kind of break through all the i don't know smoking bears if you will and,need:rep to:rep have:rep a:ins real:ins realness:rep environment:ins to:ok kind:ok of:ok break:ok through:ok all:ok the:ok i:ok don't:ok know:ok smoking:ok bears:ins if:ok you:ok will:ok and:ins,31.8,40.6,88.9,72.7,80.0,mirrors,0.6693,0.8409,0,1,1.045,3.888,4,Good,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Other,22
6YJiuD0TysE_9__117c5f30_00_000000_000097,6YJiuD0TysE_9__117c5f30,and produce it there we feel it's a safer bet to produce it here,and producing there were villages every few miles producing,and:ok producing:ins there:rep were:ins villages:ins every:ins few:ins miles:ins producing:ins,85.7,86.4,0.0,0.0,0.0,"bet, feel, here, produce, safer, there",0.3767,0.2857,0,4,0.643,1.460,2,Poor,False,content_destroyed,0.300,marginal,Entity Destruction,,Other,14
6ZVkNc7E6Y0_9__d4c0427c_00_000000_000135,6ZVkNc7E6Y0_9__d4c0427c,this is an interesting thing to do so gene has,this is an interesting thing to know so shin has an,this:ok is:ok an:ok interesting:ok thing:ok to:ok know:ins so:ok shin:ins has:ok an:rep,30.0,42.9,50.0,40.0,44.4,"do, gene",0.3377,0.9000,0,2,1.100,3.133,4,Good,True,marginal_recoverable,0.950,strong_structure_match,,Phonetically Preserved,Other,10
6f2v0y-rNy0_6__09412986_00_000000_000359,6f2v0y-rNy0_6__09412986 - Part 1,so we started working on get around in year 2009 it's been about 18 months so far working really hard but basically the reason we all,we started working on that ground in 2009 it's been about 18 months so far working really hard but basically the reason we called,we:rep started:rep working:rep on:rep that:ins ground:ins in:rep 2009:rep it's:rep been:rep about:rep 18:rep months:rep so:rep far:rep working:rep really:rep hard:rep but:rep basically:rep the:rep reason:rep we:rep called:ins,19.2,22.6,80.0,100.0,88.9,year,0.6777,0.8654,0,3,0.923,4.191,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Entertainment,26
6f2v0y-rNy0_6__09412986_01_000299_000411,6f2v0y-rNy0_6__09412986 - Part 2,basically the reason we all got so motivated,basically the reason we are not so motivated,basically:ok the:ok reason:ok we:ok are:ins not:ins so:ok motivated:ok,25.0,23.1,80.0,100.0,88.9,got,0.8935,0.8750,0,2,1.000,4.462,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,8
6fhGEdvBUsM_18__459649c2_00_000000_000165,6fhGEdvBUsM_18__459649c2,a dog actually usually a male dog,dark actually usually male dark,dark:ins actually:rep usually:rep male:rep dark:ins,57.1,50.0,75.0,75.0,75.0,dog,0.3875,0.5000,0,1,0.714,2.740,3,Fair,True,marginal_recoverable,0.750,good_overlap_coherent,Content Word Errors,,Other,7
6j5IucNv9kc_8__7730cf1d_00_000000_000128,6j5IucNv9kc_8__7730cf1d,gadget mouse making company and they have this app on the app store you can pick up for free,excited to watch me come and then after that i'm going to,excited:ins to:ins watch:ins me:ins come:ins and:rep then:ins after:ins that:ins i'm:ins going:ins to:ins,100.0,97.0,0.0,100.0,0.0,"gadget, mouse",0.0294,0.2105,0,6,0.632,0.697,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Technology,19
6k4CVRuJ9tg_2__3bf717e1_00_000000_000223,6k4CVRuJ9tg_2__3bf717e1,again before i get into that i just want to check in with people i know that a couple people well a few people will probably hear live so feel free to go and check them out and if you're interested in learning more about the,the day before i get here i just want to check in with people i know that a couple of people are probably alive so i feel free to,the:rep day:ins before:rep i:rep get:rep here:ins i:ok just:ok want:ok to:ok check:ok in:ok with:ok people:ok i:ok know:ok that:ok a:ok couple:ok of:ins people:rep are:ins probably:rep alive:ins so:rep i:rep feel:rep free:rep to:rep,56.5,57.1,55.0,73.3,62.9,"again, few, go, hear, interested, learning, live, more, well",0.4790,0.4891,0,1,0.630,2.664,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Content Word Errors,,Education/Academic,46
6k4CVRuJ9tg_8__8612dbe3_00_000000_000199,6k4CVRuJ9tg_8__8612dbe3,assalamu alaikum wa alaikum assalam says somebody from sorbonne in paris,moments i understand why i do what i do it's because somebody from s o paulo in paris,moments:ins i:ins understand:ins why:ins i:ins do:ins what:ins i:ins do:ins it's:ins because:ins somebody:rep from:rep s:ins o:ins paulo:ins in:rep paris:rep,127.3,69.6,50.0,100.0,66.7,assalam,0.3957,0.4091,0,1,1.636,1.890,2,Poor,False,hallucination,0.400,partial_overlap,Hallucination,,Other,11
6rfcJxp1G6s_1__c452617e_00_000000_000153,6rfcJxp1G6s_1__c452617e,because i have tried to use it that is more on that in another video soon,because i have tried to use and that is more than any other video so,because:ok i:ok have:ok tried:ok to:ok use:ok and:ins that:ok is:ok more:ok than:ins any:ins other:ins video:rep so:ins,37.5,33.3,80.0,66.7,72.7,soon,0.8014,0.7812,0,5,0.938,3.982,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Phonetically Preserved,Other,16
6xH3g0AOVEk_20__b3c65e0b_00_000000_000130,6xH3g0AOVEk_20__b3c65e0b,and hopefully that's not a subconscious indication of its pyrotechnical potential,hopefully this leads us to the edge of spinal technical potential like,hopefully:rep this:ins leads:ins us:ins to:ins the:ins edge:ins of:ok spinal:ins technical:ins potential:ok like:ins,90.9,82.4,40.0,33.3,36.4,"indication, pyrotechnical, subconscious",0.4082,0.4545,0,4,1.091,2.096,3,Fair,False,content_destroyed,0.300,marginal,High Error Rate,,Other,11
71qXh6TiyFA_17__5f4b56a3_00_000000_000091,71qXh6TiyFA_17__5f4b56a3,congratulations that said though,of education is not that,of:ins education:ins is:ins not:ins that:rep,125.0,85.7,0.0,0.0,0.0,"congratulations, said, though",0.3066,0.2500,0,0,1.250,1.308,2,Poor,False,hallucination,0.050,hallucination,Hallucination,,Other,4
74HbHwuRmHY_17__103503af_00_000000_000309,74HbHwuRmHY_17__103503af,that's a major or that's a major seventh or that's a you know diminished chord or that's augmented or you know that chord there happens to be a dominant seventh so that's where,a major seventh or a minor seventh that's a consonant chord or that dissonant message and so that chord later happens to be a dominant seventh so that is where this,a:rep major:rep seventh:rep or:ok a:rep minor:ins seventh:rep that's:rep a:rep consonant:ins chord:rep or:rep that:rep dissonant:ins message:ins and:ins so:rep that:rep chord:rep later:ins happens:rep to:rep be:rep a:rep dominant:rep seventh:rep so:rep that:rep is:ins where:rep this:ins,51.5,51.0,66.7,54.5,60.0,"augmented, diminished, know",0.7048,0.6212,0,5,0.939,3.388,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Good Semantic + Correct Length,Technology,33
75I2KD5v-f0_0__265372df_00_000000_000356,75I2KD5v-f0_0__265372df,like you know it would be stable you know with the camera down with my black rapid strap my flash down and gravity kind of pulling things forward that this would stay on the flash but actually this right here this um,like we're going to be stable with the camera down with my black garment strap my flash down and gravity kind of pulling things forward this was taken all on the flash so naturally this right here this out,like:ok we're:ins going:ins to:ins be:rep stable:rep with:rep the:rep camera:rep down:rep with:rep my:rep black:rep garment:ins strap:rep my:rep flash:rep down:rep and:rep gravity:rep kind:rep of:rep pulling:rep things:rep forward:rep this:rep was:ins taken:ins all:ins on:rep the:rep flash:rep so:ins naturally:ins this:rep right:rep here:rep this:ok out:ins,33.3,29.5,76.5,68.4,72.2,"actually, know, rapid, stay",0.8378,0.7619,0,6,0.929,4.070,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Phonetically Preserved,Technology,42
775tbwaR1AQ_0__c7c33b07_00_000000_000190,775tbwaR1AQ_0__c7c33b07,so you can hear what you need to do after the previous video lesson so it needs to sound like this now,so you can hear what you need to do after the previous video lesson so we're looking into a sound like this now,so:ok you:ok can:ok hear:ok what:ok you:ok need:ok to:ok do:ok after:ok the:ok previous:ok video:ok lesson:ok so:ok we're:ins looking:ins into:ins a:ins sound:rep like:rep this:rep now:rep,18.2,12.5,90.0,90.0,90.0,needs,0.9638,0.9091,0,2,1.045,4.592,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,"Minor Errors, High Semantic Match",Other,22
77nFaP39T60_0__b18ae076_00_000000_000264,77nFaP39T60_0__b18ae076,so we have to ask ourselves well why would he do it well on the one hand he felt that he knew best how to choreograph for carlotta,so we have to ask ourselves well why would we do it well on one hand he felt the clinical mess the chaos of the emergency room,so:ok we:ok have:ok to:ok ask:ok ourselves:ok well:ok why:ok would:ok we:rep do:ok it:ok well:ok on:ok one:rep hand:rep he:rep felt:rep the:rep clinical:ins mess:ins the:rep chaos:ins of:ins the:rep emergency:ins room:ins,39.3,38.6,50.0,100.0,66.7,carlotta,0.5391,0.6964,0,5,0.964,3.454,4,Good,True,semantic_coherent,0.800,semantic_plus_phonetic,,Entities Preserved,Other,28
79gFL4uPRQk_2__65993173_00_000000_000134,79gFL4uPRQk_2__65993173,that doesn't that's lost or doesn't understand it or is trying to figure something out,that gets lost or dismissed or trying to figure something out,that:ok gets:ins lost:rep or:rep dismissed:ins or:rep trying:rep to:rep figure:rep something:rep out:rep,40.0,45.5,75.0,75.0,75.0,understand,0.6700,0.6333,0,1,0.733,3.432,4,Good,True,semantic_coherent,0.900,high_semantic_good_overlap,,Entities Preserved,Other,15
7BGFUCm-14I_11__53b28c07_00_000000_000075,7BGFUCm-14I_11__53b28c07,note that the modified system is,so our decentralized flight system main,so:ins our:ins decentralized:ins flight:ins system:ok main:ins,83.3,77.8,33.3,20.0,25.0,"modified, note",0.3445,0.4167,0,3,1.000,2.048,3,Fair,False,content_destroyed,0.300,marginal,High Error Rate,,Other,6
7HdcEQGQZDU_2__e1632291_00_000000_000133,7HdcEQGQZDU_2__e1632291,to mr benjamin delpy in the front row,so that's what i want to talk about today i'm going to spend most of my time talking about,so:ins that's:ins what:ins i:ins want:ins to:rep talk:ins about:ins today:ins i'm:ins going:ins to:rep spend:ins most:ins of:ins my:ins time:ins talking:ins about:ins,225.0,147.4,0.0,0.0,0.0,"benjamin, delpy, mr",0.1122,0.2500,0,2,2.375,0.352,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,8
7NfyUVeE2jg_8__7e6aa48a_00_000000_000166,7NfyUVeE2jg_8__7e6aa48a,i could not believe i'm like i didn't have some of those conversations as in a,i could not believe i mean i did have some of those conversations as,i:ok could:ok not:ok believe:ok i:rep mean:ins i:ok did:ins have:ok some:ok of:ok those:ok conversations:ok as:ok,31.2,23.8,100.0,75.0,85.7,,0.8857,0.6875,0,0,0.875,4.152,5,Excellent,True,semantic_coherent,0.950,strong_structure_match,,Entities Preserved,Other,16
7O6nfosaVa4_0__1258e6e9_00_000000_000084,7O6nfosaVa4_0__1258e6e9,it's going to pick up a component exactly in the sensor,going to be a bit brown on the outside but inside it's,going:rep to:rep be:ins a:rep bit:ins brown:ins on:ins the:rep outside:ins but:ins inside:ins it's:rep,90.9,70.6,20.0,20.0,20.0,"component, exactly, pick, sensor",0.1344,0.5000,1,1,1.091,1.693,2,Poor,False,content_destroyed,0.300,marginal,Phonetically Similar but Wrong Topic,,Other,11
7SD8pR2IG1I_0__50f9aca8_00_000000_000090,7SD8pR2IG1I_0__50f9aca8,don't just open the door knock first,years ago when i was,years:ins ago:ins when:ins i:ins was:ins,100.0,100.0,0.0,0.0,0.0,"door, first, just, knock, open",0.0313,0.2143,0,3,0.714,0.742,1,Failed,False,content_destroyed,0.100,no_semantic_no_overlap,Total Topic Drift,,Other,7
7Z9zuUrYCsU_1__b843af11_00_000000_000090,7Z9zuUrYCsU_1__b843af11,very important,policies that keep us out of the,policies:ins that:ins keep:ins us:ins out:ins of:ins the:ins,350.0,100.0,0.0,0.0,0.0,"important, very",0.1056,0.0000,0,0,3.500,0.155,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Other,2
7cM7nCopcj4_21__45ab1785_00_000000_000114,7cM7nCopcj4_21__45ab1785,by percentage or the raw score you put in the,i have one last thing that i want to share with you,i:ins have:ins one:ins last:ins thing:ins that:ins i:ins want:ins to:ins share:ins with:ins you:rep,120.0,92.9,0.0,0.0,0.0,"percentage, put, raw, score",-0.0575,0.2000,0,2,1.200,0.803,1,Failed,False,hallucination,0.050,hallucination,Hallucination,,Sports/Fitness,10
7dVLuIz-TFI_0__0486c4b1_00_000000_000208,7dVLuIz-TFI_0__0486c4b1,bitchy means bitchy means arrrr don't talk to me don't look at me what are you looking at arrrr,to me punch me in the nose go talk to me go look at me what are you looking at,to:rep me:rep punch:ins me:rep in:ins the:ins nose:ins go:ins talk:rep to:rep me:rep go:ins look:rep at:rep me:rep what:rep are:rep you:rep looking:rep at:rep,52.6,56.2,0.0,100.0,0.0,bitchy,0.4051,0.7105,0,5,1.053,2.523,3,Fair,False,insufficient_signal,0.750,good_overlap_coherent,Content Word Errors,,Other,19
7kh58Uecztk_6__a5345f81_00_000000_000107,7kh58Uecztk_6__a5345f81,now this is another favorite actually of mine,this is another favorite actually of mine,this:rep is:rep another:rep favorite:rep actually:rep of:rep mine:rep,12.5,9.1,100.0,100.0,100.0,,0.9434,0.8750,0,0,0.875,4.651,5,Excellent,True,low_wer,1.000,near_perfect,,"Minor Errors, High Semantic Match",Other,8
7q0lKVKk8cQ_9__044a2468_00_000000_000148,7q0lKVKk8cQ_9__044a2468,supplier it would be i think very difficult for that individual,it would be i think very difficult for that individual,it:rep would:rep be:rep i:rep think:rep very:rep difficult:rep for:rep that:rep individual:rep,9.1,12.5,80.0,100.0,88.9,supplier,0.5714,0.9091,0,0,0.909,4.209,5,Excellent,True,low_wer,1.000,near_perfect,,Near-Perfect Output,Other,11
